Stock Symbol,Buy,Overweight,Hold,Underweight,Sell
PBIT,0,0,0,0,0
POW,1,1,8,0,0
POW.PRD,1,1,8,0,0
POW.PRB,1,1,8,0,0
POW.PRG,1,1,8,0,0
POW.PRA,1,1,8,0,0
PWF.PRT,0,0,1,0,0
POW.PRC,1,1,8,0,0
PWF.PRP,0,0,1,0,0
PWF.PRS,0,0,1,0,0
PWF.PFA,0,0,1,0,0
PWF.PRK,0,0,1,0,0
PWF.PRZ,0,0,1,0,0
PWF.PRL,0,0,1,0,0
PWF.PRF,0,0,1,0,0
PWF.PRR,0,0,1,0,0
PWF.PRH,0,0,1,0,0
PWF.PRE,0,0,1,0,0
PWF.PRG,0,0,1,0,0
PWF.PRQ,0,0,1,0,0
PWF.PRO,0,0,1,0,0
PGP,0,0,0,0,0
PWF.PRA,0,0,1,0,0
PWM,0,0,0,0,0
PNPN,0,0,0,0,0
PBX,0,0,1,0,0
POWR,0,0,0,0,0
PPX,0,0,0,0,0
PPR,0,0,1,0,0
PSK,6,1,7,0,0
PRG,0,0,0,0,0
PD,12,0,1,0,0
PMED,0,0,0,0,0
PBH,6,1,2,0,0
PIC.PRA,0,0,0,0,0
PNRL,1,0,0,0,0
PREV,0,0,0,0,0
PMZ.UT,7,1,0,0,0
PDV.PRA,0,0,0,0,0
PRME,0,0,0,0,0
PRMW,7,0,3,0,0
PRYM,4,0,0,0,0
PRS.H,0,0,0,0,0
PRIZ,0,0,0,0,0
PRV.UT,3,0,2,0,0
PMX,0,0,0,0,0
PGV,0,0,0,0,0
PRN,5,0,3,0,0
PRB,6,0,0,0,0
PMN,1,0,0,0,0
PRL,4,1,0,0,0
PFM,1,0,0,0,0
PLAN,0,0,0,0,0
PDFI,0,0,0,0,0
PPP,0,0,0,0,0
PRR,0,0,0,0,0
PEI,1,0,0,0,0
PGX,0,0,0,0,0
MAPS,0,0,0,0,0
PHD,0,0,0,0,0
PAU,0,0,0,0,0
PSYB,1,0,0,0,0
PSYC,0,0,0,0,0
PSYG,0,0,0,0,0
PDO,0,0,0,0,0
TORO,0,0,0,0,0
PUL,1,0,0,0,0
PUMA,0,0,0,0,0
PSD,0,0,1,0,0
UX,0,0,0,0,0
PTU,1,0,0,0,0
PE,1,0,0,0,0
PYR,0,0,1,0,0
PUSH,0,0,0,0,0
QMET,0,0,0,0,0
QFOR,2,1,3,0,0
QTWO,0,0,0,0,0
QCCU,1,1,0,0,0
QGR,0,0,0,0,0
QCX,0,0,0,0,0
QMC,0,0,0,0,0
QRO,0,0,0,0,0
TIM.X,0,0,0,0,0
QBAT,0,0,0,0,0
QNC,0,0,0,0,0
QTRH,2,1,1,0,0
QZM,0,0,0,0,0
QPM,1,0,0,0,0
QNI,0,0,0,0,0
QBR.A,7,1,4,0,0
QBR.B,7,1,4,0,0
QRC,0,0,0,0,0
QPT,0,0,0,0,0
QST,0,1,2,0,0
QEC,0,0,1,0,0
QCA,0,0,0,0,0
QIPT,8,1,0,0,0
QUIS,6,2,0,0,0
QIS,0,0,1,0,0
RRR.UT,0,0,0,0,0
RAK,0,0,0,0,0
RAMM,0,0,0,0,0
RBA,5,1,4,0,0
RE,0,0,0,0,0
REAX,2,0,0,0,0
RGG,0,0,0,0,0
REAL,3,1,4,0,0
LUCK,0,0,0,0,0
RR,0,0,0,0,0
RECO,0,0,1,0,0
RECO.WTA,0,0,1,0,0
AMY,1,0,0,0,0
RGLD,0,0,0,0,0
TRIP.WT,0,0,1,0,0
TRIP,0,0,1,0,0
TRIP.WTA,0,0,1,0,0
RPX,1,0,0,0,0
RWB,1,0,0,0,0
KUT,3,1,0,0,0
RMC,0,0,0,0,0
RFLX,0,0,0,0,0
GIII,1,0,0,0,0
RSMX,0,0,0,0,0
RGX,0,0,0,0,0
REG,1,0,0,0,0
RET.A,0,0,1,0,0
RET,0,0,1,0,0
MYID,0,0,0,0,0
REKO,0,1,0,0,0
RHT,1,0,0,0,0
RFR,1,0,0,0,0
RP,1,0,0,0,0
RW,0,0,0,0,0
RSS,1,0,0,0,0
QSR,13,1,14,1,0
RAU,0,0,0,0,0
QSP.UT,0,0,0,0,0
RGD,7,0,0,0,0
RVX,1,0,0,0,0
REUN,4,0,1,0,0
RVV,1,0,0,0,0
RVG,1,0,0,0,0
REVO,0,0,0,0,0
REVV,0,0,0,0,0
RSLV,0,0,0,0,0
REYG,0,0,0,0,0
RCG,1,1,0,0,0
RYE,0,0,0,0,0
RCG.PRB,1,1,0,0,0
RCH,2,0,0,0,0
RMD,0,0,0,0,0
RDG,0,0,0,0,0
RMI,0,0,0,0,0
LITT,0,0,0,0,0
RLYG,0,0,0,0,0
RIO,0,0,1,0,0
RYO,0,0,0,0,0
REI.UT,8,0,0,0,0
RISE,1,0,0,0,0
RIV,1,0,0,0,0
RVLY,1,0,0,0,0
RRI,0,0,0,0,0
RIWI,0,0,0,0,0
RJX.A,0,0,0,0,0
RBX,0,0,0,0,0
RCT,0,0,1,0,0
RCK,2,0,1,0,0
RCK.WT,2,0,1,0,0
RCLF,1,0,0,0,0
RK,0,0,0,0,0
RXM,0,0,0,0,0
RUM,0,0,0,0,0
RCI.A,9,3,3,2,0
ROCK,0,0,0,0,0
RCI.B,9,3,3,2,0
RRS,1,0,0,0,0
RSI,0,0,5,0,0
RG,0,0,0,0,0
ROI,1,0,0,0,0
RY.PRM,7,1,7,0,1
RY.PRS,7,1,7,0,1
RYR,1,0,0,0,0
ROMJ,1,1,0,0,0
RML,1,0,0,0,0
RUS,1,1,3,0,0
SBN.PRA,0,0,0,0,0
SBIO,4,0,0,0,0
STWO,0,0,0,0,0
SAE,0,0,0,0,0
SGLD,1,0,0,0,0
SFC,2,0,0,0,0
FISH,0,0,0,0,0
SRL,0,0,0,0,0
SGMD,1,0,0,0,0
SME,0,0,0,0,0
SLG,0,0,0,0,0
SFR,0,0,0,0,0
STA,0,0,0,0,0
SSL,8,2,0,0,0
STC,7,1,0,0,0
SAP,6,1,1,0,1
SANU,0,0,0,0,0
SWA,1,0,0,0,0
SASY,0,0,0,0,0
SATO,1,0,0,0,0
MSCL,1,0,0,0,0
SOIL,5,0,0,0,0
SOIL.WTB,5,0,0,0,0
SIS,6,2,0,0,0
SRE,0,0,0,0,0
SBD,0,0,0,0,0
SCY,1,0,0,0,0
SCPE,0,0,0,0,0
SCOT,1,0,0,0,0
SGN,1,0,0,0,0
SCV,0,0,0,0,0
SCTM,0,0,0,0,0
SCYB,1,0,0,0,0
SEA,4,0,0,0,0
SEAG,0,0,0,0,0
SMY,1,0,0,0,0
SES,6,2,3,0,0
SCLT,0,0,0,0,0
SKUR,1,0,0,0,0
SGZ,0,0,0,0,0
SNS,0,0,0,0,0
SEC,0,0,0,0,0
SENS,0,0,0,0,0
SNM,0,0,1,0,0
SVA,4,0,0,0,0
SC.H,0,1,0,0,0
SHRC,0,0,0,0,0
SCL,5,1,2,0,0
S,2,0,1,0,0
SMR.H,0,0,0,0,0
SHP,0,0,0,0,0
SHOP,16,3,29,0,1
SIA,3,0,3,0,0
SIE,0,0,0,0,0
SMT,0,0,1,0,0
SGNL,2,0,0,0,0
SGML,6,1,1,0,0
SGU,1,0,0,0,0
SVB,0,0,1,0,0
SILO,0,0,0,0,0
SLV,1,0,0,0,0
ELEF,1,0,0,0,0
SBMI,1,0,0,0,0
AGMR,3,0,0,0,0
HAMR,0,0,0,0,0
SVG,0,0,0,0,0
AGMR.WT,3,0,0,0,0
AGMR.WTA,3,0,0,0,0
SVE,0,0,0,0,0
SNG,0,0,0,0,0
SSE,0,0,0,0,0
SAND,0,0,0,0,0
SLVR,6,0,0,0,0
VIPR,1,0,0,0,0
SILV,1,0,0,0,0
SWLF,0,0,0,0,0
AGX,2,0,0,0,0
SIL,5,2,0,0,0
SVM,5,1,0,0,0
SF,0,0,0,0,0
SBBC,1,0,0,0,0
SEI,0,0,1,0,0
SEI.WT,0,0,1,0,0
SOI,1,0,0,0,0
SBM,1,0,0,0,0
SIG,0,0,0,0,0
SIXW,1,0,0,0,0
SXTY,0,0,0,0,0
SIX,0,0,0,0,0
SKE,7,0,0,0,0
SKRR,0,0,0,0,0
SKYG,0,0,0,0,0
SYH,1,0,0,0,0
SXL,0,0,0,0,0
SLNG,1,0,0,0,0
SGR.UT,2,1,3,0,0
SOT.UT,0,0,8,0,0
SLZ,0,0,0,0,0
ZZZ,4,0,2,0,0
DMT,3,0,0,0,0
SRU.UT,2,0,5,1,0
SMRV,0,0,0,0,0
SPN,1,0,0,0,0
SNC,7,1,3,0,0
SFTC,3,1,5,0,0
SOL,0,0,0,0,0
SIC,1,0,0,0,0
SOLR,1,0,0,0,0
SLS,7,0,0,0,0
SUNN,0,0,0,0,0
SVS,0,0,0,0,0
SLMN,0,0,0,0,0
SOLG,1,0,0,0,0
SLR,1,0,0,0,0
SGC,0,0,0,0,0
SFI,0,0,0,0,0
SOMA,1,0,0,0,0
SONA,0,0,0,0,0
SHLE,2,0,0,0,0
SPFY,0,0,0,0,0
SML,1,0,0,0,0
SPG,1,0,0,0,0
EMIN,0,0,0,0,0
SNA,1,0,0,0,0
DIAM,1,0,0,0,0
STRR,0,0,0,0,0
SAM,1,0,0,0,0
STE,0,0,0,0,0
STX,0,0,0,0,0
STHZ,1,0,0,0,0
STER,0,0,0,0,0
STLC,1,1,6,0,0
SJ,6,0,1,0,0
SPX,0,0,0,0,0
STH,0,0,0,0,0
STEM,0,0,1,0,0
STEP,6,0,1,0,0
STGO,1,0,1,0,0
SAG,0,0,0,0,0
PGE,0,0,0,0,0
SX,0,0,0,0,0
STNG,0,0,0,0,0
RAY.A,5,0,0,0,0
RAY.B,5,0,0,0,0
SVI,5,2,0,0,0
PUMP,0,0,0,0,0
STRM,0,0,0,0,0
ST,0,0,0,0,0
SB,0,0,0,0,0
SMD,1,0,0,0,0
SR,0,0,0,0,0
SRA,0,0,0,0,0
SUU,1,0,0,0,0
SKP,0,0,0,0,0
SDR,0,0,0,0,0
STU,0,0,0,0,0
SMC,0,0,1,0,0
STUV,0,0,0,0,0
SSVR,1,0,0,0,0
SLF.PRG,8,2,6,1,0
SLF,8,2,6,1,0
SLF.PRH,8,2,6,1,0
SLF.PRD,8,2,6,1,0
SLF.PRC,8,2,6,1,0
SLF.PRE,0,0,0,0,0
SLF.PRJ,8,2,6,1,0
SLF.PRK,8,2,6,1,0
PEAK,0,1,0,0,0
SMN,0,0,0,0,0
SU,11,0,8,0,0
SOY,6,0,0,0,0
SAI.H,0,0,0,0,0
SGI,1,0,0,0,3
SPB,6,2,2,0,0
SUI,0,0,0,0,0
NILI,0,0,0,0,0
SXP,2,1,0,0,0
SURG,0,1,0,0,0
SGY,7,1,1,0,0
SWRM,0,0,0,0,0
SE,0,0,0,0,0
SWP,1,0,0,0,0
SYG,0,0,0,0,0
SYZ,1,1,1,0,0
SXI,0,0,0,0,0
TWO,0,0,0,0,0
RARE,0,0,0,0,0
TAAT,1,0,0,0,0
TAO,1,0,0,0,0
TBL,0,1,0,0,0
TAIG,1,0,1,0,0
TAIG.WT,1,0,1,0,0
TAJ,0,0,0,0,0
TLO,5,0,0,0,0
TRP.PRI,8,1,9,0,3
TDG,0,1,0,0,0
TECK.A,13,2,3,0,0
TEA,0,0,0,0,0
TECK.B,13,2,3,0,0
TCS,4,2,0,0,0
TSAT,0,0,0,0,0
TECT,0,0,0,0,0
TELI,0,0,0,0,0
TELO,0,0,0,0,0
T,11,2,4,0,0
TIXT,11,1,5,0,0
TMAS,0,0,0,0,0
TEM,0,0,0,0,0
TEMP,0,0,0,0,0
TMRR,1,0,0,0,0
TNZ,3,0,0,0,0
PKK,1,0,0,0,0
TPC,0,0,0,0,0
TGO,1,0,1,0,0
TRA,0,0,0,0,0
TII,0,1,0,0,0
TEQ,0,0,0,0,0
TZR.H,1,0,0,0,0
TER,6,0,3,0,0
TVK,0,0,1,0,0
TES,0,0,0,0,0
TPL,1,0,0,0,0
TUO,0,0,0,0,0
TEVO,0,0,0,0,0
TFII,15,0,4,1,0
THC,1,0,0,0,0
TLT,1,0,0,0,0
TSAT,0,0,0,0,0
TELI,0,0,0,0,0
TELO,0,0,0,0,0
T,11,2,4,0,0
TIXT,11,1,5,0,0
TEM,0,0,0,0,0
TMAS,0,0,0,0,0
TEMP,0,0,0,0,0
TMRR,1,0,0,0,0
TNZ,3,0,0,0,0
PKK,1,0,0,0,0
TPC,0,0,0,0,0
TGO,1,0,1,0,0
TRA,0,0,0,0,0
TEQ,0,0,0,0,0
TII,0,1,0,0,0
TZR.H,1,0,0,0,0
TER,6,0,3,0,0
TES,0,0,0,0,0
TVK,0,0,1,0,0
TPL,1,0,0,0,0
TUO,0,0,0,0,0
TEVO,0,0,0,0,0
TFII,15,0,4,1,0
THC,1,0,0,0,0
TLT,1,0,0,0,0
TLT.WT,1,0,0,0,0
TH,4,0,2,0,0
TMG,0,0,0,0,0
THRM,0,0,0,0,0
THNK,2,0,1,0,0
THNC,4,1,2,0,0
TRI,6,0,8,1,1
TRI.PRB,6,0,8,1,1
THX,3,0,0,0,0
IDK,1,0,0,0,0
TGOL,0,0,0,0,0
TVC.H,1,0,0,0,0
TBRD,1,1,0,0,0
AWE,1,0,0,0,0
TWM,6,1,2,0,0
TWM.WT,6,1,2,0,0
TLP.UT,0,0,0,0,0
LCFS,7,2,1,0,0
TSLV,0,0,0,0,0
TIDL,0,0,0,0,0
TF,1,0,3,0,0
TLRY,4,0,13,0,0
TBR,0,1,0,0,0
TIN,1,0,0,0,0
TK,1,0,0,0,0
TNY,0,0,0,0,0
TORC,0,0,0,0,0
TTS,0,0,0,0,0
TINY,0,0,2,0,0
TMD,0,0,1,0,0
TNR,0,0,0,0,0
TXT.PRA,0,0,0,0,0
TBLL,0,0,0,0,0
TGH,1,0,0,0,0
TD.PFE,8,2,6,1,0
TD.PFC,8,2,6,1,0
TORQ,1,0,0,0,0
TORR,0,0,0,0,0
TOT,3,0,0,0,0
TOH,0,0,0,0,0
TTZ,0,0,1,0,0
TXP,2,1,0,0,0
TO,0,0,0,0,0
TOU,12,2,0,0,0
TWR,0,0,0,0,0
TRAC,0,0,0,0,0
TBK,0,0,1,0,0
TA,10,0,2,0,0
TTG,0,0,0,0,0
TA.PRE,10,0,2,0,0
TA.PRD,10,0,2,0,0
TA.PRJ,10,0,2,0,0
TA.PRF,10,0,2,0,0
RNW,2,0,9,0,2
TA.PRH,10,0,2,0,0
TRZ,0,0,2,0,3
TCL.A,2,1,2,0,0
TCO,0,0,0,0,0
TCL.B,2,1,2,0,0
TFM,0,0,0,0,0
XTM,1,0,0,0,0
TML.WT,2,1,0,0,0
TML,2,1,0,0,0
TRUE,0,0,0,0,0
TSL,0,0,1,0,0
TMC,0,0,0,0,0
TRS,0,0,0,0,0
TRBE,3,0,0,0,0
TRBC,0,0,0,0,0
TCW,8,2,0,0,0
TCN,11,0,3,0,0
TG,0,0,0,0,0
TM,1,0,0,0,0
TCF,2,0,0,0,0
TGM,1,0,0,0,0
TCF.WT,2,0,0,0,0
TRL.H,0,0,1,0,0
TMQ,2,2,2,0,0
TFPM,9,1,1,0,0
KETA,0,0,0,0,0
TSG,0,1,0,0,0
TIG,1,0,0,0,0
TSU,5,2,0,0,0
TLG,4,0,0,0,0
TGII,0,0,0,0,0
TR,0,0,0,0,0
TROY,0,0,0,0,0
TNT.UT,0,0,5,0,0
TRU,0,0,0,0,0
TGX,0,0,0,0,0
TRUL,12,1,1,0,0
TBIX,0,0,0,0,0
TTT,0,0,0,0,0
TNX,3,0,0,0,0
TSD,0,0,0,0,0
TRYP,1,0,0,0,0
TC,1,0,0,0,0
TUGA,0,0,0,0,0
TUD,3,0,0,0,0
TBX,0,1,0,0,0
TUK,1,0,0,0,0
TTGI,0,0,0,0,0
GYM,0,0,0,0,0
TVI,0,0,0,0,0
TVA.B,0,0,0,0,1
TYMB,0,0,0,0,0
TWC,0,0,0,0,0
TWOH,0,0,0,0,0
USCU,0,0,0,0,0
TIP.H,0,0,0,0,0
UGE,3,1,0,0,0
UBQ,0,0,0,0,0
ULTA,0,0,0,0,0
UGD,1,0,0,0,0
UNS,0,0,2,0,2
UNV,0,0,0,0,0
ULTH,0,0,0,0,0
UPI,0,0,0,0,0
URB,1,0,0,0,0
URC.WT,2,0,0,0,0
FTU.PRB,0,0,0,0,0
USHA,0,0,0,0,0
VPH,3,0,0,0,0
VZZ,0,0,0,0,0
VLE,1,0,0,0,0
VO,1,0,0,0,0
VEC.H,0,0,0,0,0
VMXX,0,0,0,0,0
VRB,1,0,0,0,0
VCV,0,0,0,0,0
VSR,0,0,0,0,0
VCM,2,2,0,0,0
VXL,0,0,0,0,0
VAGN,0,0,0,0,0
VTT,1,0,0,0,0
VLN,0,0,1,0,0
VLC,1,0,0,0,0
VENZ,0,0,0,0,0
VPT,0,0,0,0,0
VRNO,8,1,0,0,0
VER.H,0,0,0,0,0
NPK,1,0,0,0,0
VET,6,1,6,0,0
VBNK.PRA,2,1,0,0,0
VBNK,2,1,0,0,0
VTX,0,1,0,0,0
MJMJ,0,0,0,0,0
VERT,0,0,1,0,0
FORA,3,2,2,0,0
VEXT,4,0,0,0,0
VIBE,1,0,0,0,0
VMC,1,0,0,0,0
VST,0,0,0,0,0
VGCX,6,1,1,0,0
VR,0,0,0,0,0
VIN,0,0,0,0,0
VIO,0,0,0,0,0
VMD,4,0,0,0,0
VQS,2,0,0,0,0
VML,0,0,0,0,0
VGD,0,0,0,0,0
VLI,0,0,0,0,0
VIZ,0,0,0,0,0
VIS,0,0,0,0,0
VGZ,1,0,0,0,0
VBAM,0,0,0,0,0
VUX,0,0,0,0,0
VHI,5,1,0,0,0
VPI,0,0,0,0,0
VCI,0,0,0,0,0
VAU,0,0,0,0,0
VCU,0,0,0,0,0
VOL,1,0,0,0,0
VOL.WTA,1,0,0,0,0
VZLA,5,1,0,0,0
VCT,1,0,0,0,0
VG,0,0,0,0,0
VLT,0,0,0,0,0
VOLT,0,0,0,0,0
VRTX,0,0,0,0,0
VMS,0,0,0,0,0
VOX,3,0,0,0,0
VXTR,1,0,0,0,0
VONE,0,0,0,0,0
VOY,0,0,0,0,0
VM,1,0,0,0,0
VPN,0,0,0,0,0
VSBY,1,0,0,0,0
VRR,0,0,0,0,0
VSBY.WT,1,0,0,0,0
VUL,1,0,0,0,0
VVC,0,0,0,0,0
WJX,2,1,1,0,0
WRR,0,0,0,0,0
WFC,0,0,0,0,0
WM,2,0,0,0,0
WBGD,0,0,0,0,0
WRI,0,0,0,0,0
WCN,17,1,0,0,2
WAVE,0,0,0,0,0
WML,1,0,0,0,0
WWT,0,0,0,0,0
WDGY,0,0,0,0,0
WELL,13,1,1,0,0
WFLD,0,0,0,0,0
WCE,0,0,0,0,0
WGF,0,0,0,0,0
WESA,1,0,0,0,0
WDO,5,0,5,0,0
WFG,6,2,0,0,0
WHY,1,0,0,0,0
WEST,1,0,0,0,0
WEB,0,0,0,0,0
WAM,1,0,0,0,0
WEX,1,0,0,0,0
WEF,0,1,4,0,0
WSP,9,1,1,0,1
XBRA,0,0,0,0,0
XPLR,0,0,0,0,0
XSF,0,0,0,0,0
PAID,0,0,0,0,0
YGR,3,1,2,0,0
YRB,0,0,0,0,0
YORK,0,0,0,0,0
YNV,0,0,0,0,0
TYUM,0,0,1,0,0
YEG,0,0,0,0,0
ZACA,0,0,0,0,0
ZBNI,0,0,0,0,0
ZAC,0,0,0,0,0
ZDC,2,0,0,0,0
ZCC.H,0,0,0,0,0
ZEN,1,0,0,0,0
ZFR,0,0,0,0,0
ZEU,0,0,0,0,0
ZC,1,0,0,0,0
Z.H,0,0,0,0,0
ZNX,0,0,0,0,0
ZNC.H,0,0,1,0,0
ZTE,0,0,0,0,0
